
                                    96LIST
                    BBS's Supporting 9600 bps CONNECT Rates

                         Compiled and Distributed by:
                      The DownTown BBS - Los Angeles, CA
                                (213) 484-0260
                         [3/12/2400 -- Public Access]
              9600 v.32/14.4k v.32bis/14.4k HST Lines Available

             See 96MODEM.LST for Modem abbreviations used below.

  AC/Phone        BBS Name                        City       State  Modem
215-968-4998  Sophisticated Software BBS  Newtown            PA     HST
216-225-6130  Buggie Works                Brunswick          OH     HST
216-273-1340  Appleholic's BBS            Hinckley           OH     HST
216-297-5676  Free Fallin'                Ravenna            OH     CS1
216-337-0133  L & L BBS                   Salemv             OH     HST4
216-343-7717  On-Demand!                  Dover              OH     HST
216-356-1431  Nerd's Nook                 Rocky River        OH     HST
216-356-1772  Nerd's Nook II              Rocky River        OH     DS2
216-356-1872  Nerd's Nook III             Rocky River        OH     HST
216-494-0684  Eclectic Chair              No. Canton         OH     HST4
216-527-5824  The Odyssey BBS             Garrettsville      OH     DS2
216-529-0019  NEOPC BBS                   Lakewood           OH     HST
216-534-7752  Ztron                       ......             OH     CS1
216-544-4022  Host - State Line <HST>     Niles              OH     HST
216-545-0093  Steel Valley II <HST>       Niles              OH     HST
216-545-2318  Steel Valley <HST/DS>       Girard             OH     DS2
216-593-3446  The Mad House BBS           Conneaut           OH     HST4
216-623-0007  CompuServe                  Cleveland          OH     V32
216-628-4860  Patriot BBS                 Mogadore           OH     HST
216-637-8397  Love Board                  Cortland           OH     HST
216-688-6383  The Akron Anomoly           Akron              OH     DS2
216-699-1547  Tribute Test Point          Uniontown          OH     DS2
216-726-0737  Rusty n Edie's              Boardman           OH     DS
216-726-2620  Rusty n Edie's              Boardman           OH     DS
216-726-3620  Rusty n Edie's              Boardman           OH     CS1
216-752-4921  The Monstrous MAC BBS       Shaker Hts         OH     HST
216-823-6658  Night Moves                 Alliance           OH     DS
216-837-9592  Massillon TeleNet           Massillon          OH     HST
216-842-5911  OHIONet Express             Cleveland          OH     HST
216-845-7948  Q$$                         Parma              OH     HST
216-867-6984  The Buckeye Hamshack        Akron              OH     HST
216-928-8565  Northampton Data ConneXion  Cuyahoga Falls     OH     DS2
216-960-2019  IRMG Worldwide              ......             OH     CS1
216-972-6504  U of Akron                  Akron              OH     HST
217-244-6954  The Check Source            Urbana             IL     DS
217-328-6015  StageDoor                   Urbana             IL     DS
217-344-7773  Lucid Dream                 Urbana             IL     TB2
217-352-6168  The Workshop                Champaign          IL     HST
217-356-0278  Alliance                    Champaign          IL     HST
217-359-6165  CappMail                    Champaign          IL     V32
217-367-8429  The Cloud Chamber           Urbana             IL     DS2
217-384-4311  Programmer's Toolbox        Urbana             IL     DS
217-398-2800  Wolfram Research Inc        Champaign          IL     DS
217-422-2585  Computer Corner             Decatur            IL     DS
217-425-7051  Smokin' Joe's               Decatur            IL     DS
217-431-1695  The Relative Connection     Danville           IL     HST
217-643-2396  The Satellite/SDNet/Works   Thomasboro         IL     HST
217-789-5080  BEC BBS 1                   Springfield        IL     HST
217-789-5971  BEC BBS 3                   Springfield        IL     V32
217-789-5970  BEC BBS 2                   Springfield        IL     DS
217-877-1138  2/3 Board                   Decatur            IL     DS
218-739-2296  Latenite's at the Lake      Fergus Falls       MN     CS1
219-256-2255  Radio Daze BBS Public       Mishawaka          IN     2400
219-256-2398  Radio Daze BBS Private      Mishawaka          IN     HST4
219-262-1370  After Five' BBS             Elkhart            IN     DS
219-282-1054  Michiana Computer Network   South Bend         IN     HST
219-293-6465  Beta Connection             Elkhart            IN     DS2
219-663-3107  The Bad Connection          Crown Point        IN     HST
219-665-8767  Dark Shadows BBS            Angola             IN     HST
219-728-9598  Hoosier Hideaway West       Decatur            IN     HST
219-736-9170  The Board-Walk              Merrillville       IN     HST
219-824-5628  The Jokerman BBS            Bluffton           IN     V32
219-882-3213  Lighthouse BBS              Gary               IN     HST
219-884-9508  The LANS BBS                Gary               IN     HST4
219-923-2377  Datacom of Highland         Highland           IN     DS2
219-925-5524  The Loft                    Auburn             IN     DS
219-929-5574  Lake Effect BBS             Chesterton         IN     HST
301-206-9162  The Flying PC AT            Montpelier         MD     DS2
301-262-9650  Money Matter$ BBS           Mitchellville      MD     V32
301-283-0917  Free Spirit BBS             Suitland           MD     HST
301-294-0756  Packet Press BBS            ......             MD     CS1
301-428-8998  The Addict's Attic          Germantown         MD     V32
301-460-9134  ENIAC                       Rockville          MD     DS
301-499-0896  Corp. Press                 Landover           MD     DS
301-588-0770  Generation 5 BBS            .....              MD     V32
301-588-0774  Generation 5 BBS            .....              MD     2400
301-596-1180  The Programmer's Corner     Columbia           MD     V32
301-622-2247  Silver Bullet               Silver Spring      MD     HST
301-627-4953  Pleasure Palace             Lothian            MD     DS
301-630-2492  The Jhereg's Den            Hillcrest Hgts     MD     HST
301-654-2969  Bit Stream BBS              Chevy Chase        MD     DS
301-670-9621  3 WINKs BBS                 Gaithersburg       MD     DS
301-718-4690  Europa BBS                  Chevy Chase        MD     DS
301-735-8124  AFSC MCCR BBS               Andrews AFB        MD     V32
301-737-1786  John's Workshop             Lexington Park     MD     DS
301-737-1979  The Niether World           California         MD     HST
301-831-9012  Thunder Bay                 Mt Airy            MD     V32
301-854-3076  Ed's Home                   .....              MD     HST
301-863-5312  Combat Zone                 Lexington Park     MD     HST
301-894-8516  The Thieves Guild           Suitland           MD     HST
301-924-0398  Perspectives BBS            Greenbelt          MD     DS
301-935-4941  Foundation BBS              College Park       MD     HST
301-946-2771  The Shoreline BBS           .....              MD     HST
301-995-1134  The Programmer's Corner     Columbia           MD     V32
302-323-1604  AmigaNetwork                New Castle         DE     DS
302-324-8619  The Hotline                 New Castle         DE     HST
302-328-3993  Hackers BBS                 New Castle         DE     HST
302-427-8093  Eastern C Board             Wilmington         DE     HST
302-475-1572  Motherboard                 Wilmington         DE     HST
302-633-4797  The Phantom II              Wilmington         DE     HST
302-645-2658  Paradox BBS                 Rehoboth Beach     DE     HST4
302-645-7264  Paradox BBS                 Rehoboth Beach     DE     DS
302-652-0942  The Phantom                 Wilmington         DE     HST
302-678-0141  Mayhem Unlimited            Dover              DE     HST
302-678-2335  Ed's Place                  Little Creek       DE     HST
302-731-1998  Black Bag BBS               Newark             DE     HST
302-738-2026  Space Station Alpha         Newark             DE     HST
302-738-6813  DelaMarPenn Opus            Newark             DE     HST
302-739-2818  DelTech Engrng Labs BBS     ......             DE     CS1
302-934-1323  Taurus BBS                  .....              DE     DS
302-984-2238  Singing Bear                Wilmington         DE     HST
303-229-9719  HP-BBS (North)              Ft. Collins        CO     DS
303-237-8575  Microlink D                 Denver             CO     HST
303-278-8369  Fantasy Mountain              Golden           CO     DS
303-287-8267  Phoenix's Egg               Denver             CO     HST
303-289-6864  Midrash                     Denver             CO     DS
303-320-4153  Little Byte                 Denver             CO     HST
303-320-4822  World Peace BBS             Denver             CO     ULT
303-322-4078  CMOS-BBS                    Denver             CO     V32
303-352-5013  Christian Connection II     Greeley            CO     HST
303-360-6340  Rocky Cabin BBS             Denver             CO     HST
303-361-6965  Fort Mac                    Aurora             CO     DS
303-367-9701  The Silver Hammer           Aurora             CO     DS
303-373-5370  The Love Boat BBS           Arvada             CO     HST
303-377-2371  Jaguar's Networking Labs    Denver             CO     DS
303-420-3568  L&L Support & Sysops Xchg   Arvada             CO     ULT
303-422-2149  RBase Users Group BBS       Westminster        CO     HST
303-426-0623  Mojave Net                  Westminster        CO     HST
303-426-1866  TelePeople Members Only     Federal Heights    CO     HST
